CÓDIGO,DESCRIÇÃO,NOVO VALOR (HM),VALOR (CUSTO),AUXILIAR,PORTE,FILME
40310248,Hemocultura (por amostra),12.74,0,0,0,0
40310256,Hemocultura automatizada (por amostra),14.87,0,0,0,0
40310264,Hemocultura para bactérias anaeróbias (por amostra),12.74,0,0,0,0
40310272,Hemophilus (bordetella) pertussis,13.51,0,0,0,0
40310280,Hansen. pesquisa de (por material),1.92,0,0,0,0
40310299,Leptospira (campo escuro após concentração) pesquisa,5.1,0,0,0,0
40310302,Microorganismos - teste de sensibilidade a drogas MIC. por droga testada,53.1,0,0,0,0
40310310,Paracoccidioides. pesquisa de,1.92,0,0,0,0
40310329,Pneumocysti carinii. pesquisa por coloração especial,7.64,0,0,0,0
40310337,Rotavírus. pesquisa. Elisa,12.74,0,0,0,0
40310345,Treponema (campo escuro),5.1,0,0,0,0
40310361,Citomegalovírus - shell vial,135.94,0,0,0,0
40310370,Microsporídia. pesquisa nas fezes,12.74,0,0,0,0
40310388,Sarcoptes scabei. pesquisa,1.63,0,0,0,0
40310400,Cultura automatizada,15.29,0,0,0,0
40310418,Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos). por bactéria - não automatizado,4.8,0,0,0,0
40310426,Antibiograma automatizado,22.94,0,0,0,0
40310434,Leishmania. pesquisa,15.29,0,0,0,0
40310604,Antifungigrama,30.58,0,0,0,0
40311007,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA LABORATORIAL) - URINÁLISE,,,,,
40311015,Ácido cítrico,3.57,0,0,0,0
40311023,Ácido homogentísico,3.83,0,0,0,0
40311031,Alcaptonúria. pesquisa,3.83,0,0,0,0
40311040,Cálculos urinários,7.64,0,0,0,0
40311058,Catecolaminas fracionadas - dopamina. epinefrina. norepinefrina (cada),20.83,0,0,0,0
40311066,Cistinúria. pesquisa,3.83,0,0,0,0
40311074,Coproporfirina III,5.1,0,0,0,0
40311082,Corpos cetônicos. pesquisa,0.77,0,0,0,0
40311090,Cromatografia de açúcares,25.49,0,0,0,0
40311104,Dismorfismo eritrocitário. pesquisa (contraste de fase),5.1,0,0,0,0
40311112,Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes),3.83,0,0,0,0
40311120,Frutosúria. pesquisa,3.83,0,0,0,0
40311139,Galactosúria. pesquisa,3.83,0,0,0,0
40311147,Lipóides. pesquisa,3.83,0,0,0,0
40311155,Melanina. pesquisa,3.83,0,0,0,0
40311163,Metanefrinas urinárias. dosagem,25.49,0,0,0,0
40311171,Microalbuminúria,25.49,0,0,0,0
40311180,Pesquisa ou dosagem de um componente urinário,2.55,0,0,0,0
40311198,Porfobilinogênio. pesquisa,3.57,0,0,0,0
40311201,Proteínas de Bence Jones. pesquisa,5.1,0,0,0,0
40311210,Rotina de urina (caracteres físicos. elementos anormais e sedimentoscopia),4.59,0,0,0,0
40311228,Uroporfirinas. dosagem,1.73,0,0,0,0
40311236,2.5-hexanodiona. dosagem na urina,7.97,0,0,0,0
40311244,Cistina,1.92,0,0,0,0
40311252,Porfobilinogênio,7.97,0,0,0,0
40311295,Contagem sedimentar de Addis,2.55,0,0,0,0
40311309,Eletroforese de proteínas urinárias. com concentração,12.74,0,0,0,0
40311317,Fenilcetonúria. pesquisa,3.83,0,0,0,0
40311325,Histidina. pesquisa,3.83,0,0,0,0
40311341,Mioglobina. pesquisa,12.29,0,0,0,0
40311350,Osmolalidade. determinação,7.64,0,0,0,0
40311368,Prova de concentração (Fishberg ou Volhard),3.57,0,0,0,0
40311392,Tirosinose. pesquisa,3.83,0,0,0,0
40311503,Pesquisa de sulfatídeos e material metacromático na urina,17.4,0,0,0,0
40312003,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA LABORATORIAL) - DIVERSOS,,,,,
40312020,Cromatina sexual. pesquisa,7.64,0,0,0,0
40312046,Iontoforese para a coleta de suor. com dosagem de cloro,12.74,0,0,0,0
40312054,Muco-nasal. pesquisa de eosinófilos e mastócitos,7.64,0,0,0,0
40312062,Perfil  metabólico  p/  litíase  renal: sangue (Ca. P. AU. Cr) urina: (Ca. AU. P. citr. pesq. Cistina) AMP-cíclico,25.63,0,0,0,0
40312070,Gastroacidograma - secreção basal para 60' e 4 amostras após o estímulo (fornecimento de material inclusive tubagem) teste,20.39,0,0,0,0
40312097,Pancreozima - secretina no suco duodenal. teste,25.49,0,0,0,0
40312100,Rotina da biles A. B. C e do suco duodenal (caracteres físicos e microscópicos inclusive tubagem),25.49,0,0,0,0
40312127,Perfil reumatológico (ácido úrico. eletroforese de proteínas. FAN. VHS. prova do látex P/F. R. W. Rose),25.49,0,0,0,0
40312143,"Prova atividade de febre reumática (aslo. eletroforese de proteínas. muco-proteínas e proteína ""C"" reativa)",28.04,0,0,0,0
40312151,Provas de função hepática (bilirrubinas. eletroforese de proteínas. FA. TGO. TGP e Gama-PGT),30.59,0,0,0,0
40312160,Teste do pezinho básico (TSH neonatal + fenilalanina + eletroforese de Hb para triagem de hemopatias),13.34,0,0,0,0
40312178,Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias),13.34,0,0,0,0
40313000,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA LABORATORIAL) - TOXICOLOGIA / MONITORIZAÇÃO TERAPÊUTICA,,,,,
40313018,Ácido delta aminolevulínico (para chumbo inorgânico),7.64,0,0,0,0
40313026,Ácido delta aminolevulínico desidratase (para chumbo inorgânico),7.64,0,0,0,0
40313034,Ácido fenilglioxílico (para estireno),15.29,0,0,0,0
40313042,Ácido hipúrico (para tolueno),15.29,0,0,0,0
40313050,Ácido mandélico (para estireno),15.29,0,0,0,0
40313069,Ácido metilhipúrico (para xilenos),15.29,0,0,0,0
40313077,Ácido salicílico,5.1,0,0,0,0
40313093,Carboxihemoglobina (para monóxido de carbono  diclorometano),7.64,0,0,0,0
40313107,Chumbo,20.39,0,0,0,0
40313115,Colinesterase (para carbamatos  organofosforados),6.38,0,0,0,0
40313123,Coproporfirinas (para chumbo inorgânico),6.38,0,0,0,0
40313140,Etanol,12.74,0,0,0,0
40313158,Fenol (para benzeno. fenol),15.29,0,0,0,0
40313166,Flúor (para fluoretos),15.29,0,0,0,0
40313174,Formoldeído,12.74,0,0,0,0
40313182,Meta-hemoglobina (para anilina nitrobenzeno),7.64,0,0,0,0
40313190,Metais Al. As. Cd. Cr. Mn. Hg. Ni. Zn. Co. outro (s) absorção atômica (cada),30.59,0,0,0,0
40313204,Metanol,12.74,0,0,0,0
40313212,P-aminofenol (para anilina),10.19,0,0,0,0
40313247,Protoporfirinas Zn (para chumbo inorgânico),5.1,0,0,0,0
40313263,Sulfatos orgânicos ou inorgânicos. pesquisa (cada),4.24,0,0,0,0
40313280,Triclorocompostos totais (para tetracloroetileno. tricloroetano. tricloroetileno),7.64,0,0,0,0
40313301,Ácido metil malônico,111.55,0,0,0,0
40313310,Cromo,11.52,0,0,0,0
40313328,Zinco,29.33,0,0,0,0
40313336,Salicilatos. pesquisa,2.97,0,0,0,0
40313344,Metil Etil Cetona,10.27,0,0,0,0
40314006,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA LABORATORIAL) - BIOLOGIA MOLECULAR,,,,,
40314022,Citomegalovírus - qualitativo. por PCR,144.42,0,0,0,0
40314030,Citomegalovírus - quantitativo. por PCR,93.5,0,0,0,0
40314049,Cromossomo philadelfia,63.72,0,0,0,0
40314057,Fator V de layden por PCR,165.67,0,0,0,0
40314065,Fibrose cística. pesquisa de uma mutação,141.91,0,0,0,0
40314081,Hepatite B (quantitativo) PCR,367.84,0,0,0,0
40314090,Hepatite C (qualitativo) por PCR,201.72,0,0,0,0
40314103,Hepatite C (quantitativo) por PCR,403.43,0,0,0,0
40314111,Hepatite C - genotipagem,428.93,0,0,0,0
40314120,HIV - carga viral PCR,316.47,0,0,0,0
40314138,HIV - qualitativo por PCR,51.17,0,0,0,0
40314146,HIV. genotipagem,846.79,0,0,0,0
40314154,HPV (vírus do papiloma humano) + subtipagem quando necessário PCR,74.34,0,0,0,0
40314162,HTLV I / II por PCR (cada),203.37,0,0,0,0
40314170,Mycobactéria PCR,116.81,0,0,0,0
40314197,Proteína S total + livre. dosagem,64.7,0,0,0,0
40314235,X frágil por PCR,112.03,0,0,0,0
40314243,Chlamydia por biologia molecular,22.94,0,0,0,0
40314260,Amplificação de material por biologia molecular (outros agentes),40.03,0,0,0,0
40314278,Pesquisa de outros agentes por PCR,54.43,0,0,0,0
40314286,Pesquisa de mutação de alelo específico por PCR,40.03,0,0,0,0
40314294,Resistência a agentes anti virais por biologia molecular (cada droga),116.26,0,0,0,0
40314308,Quantificação de outros agentes por PCR,110.98,0,0,0,0
40316017,17-alfa-hidroxiprogesterona,42.06,0,0,0,0
40316025,3 alfa androstonediol glucoronídeo (3ALFDADIOL),25.49,0,0,0,0
40316033,Ácido vanilmandélico (VMA),25.49,0,0,0,0
40316041,Adrenocorticotrófico. hormônio (ACTH),53.52,0,0,0,0
40316050,Aldosterona,31.86,0,0,0,0
40316068,Alfa-fetoproteína,33.13,0,0,0,0
40316076,Androstenediona,40.78,0,0,0,0
40316084,Anticorpo anti-receptor de TSH (TRAB),19.97,0,0,0,0
40316092,Anticorpos antiinsulina,20.39,0,0,0,0
40316106,Anticorpos antitireóide (tireoglobulina),26.76,0,0,0,0
40316114,Antígeno Austrália (HBSAG),2.98,0,0,0,0
40316122,Antígeno carcinoembriogênico (CEA),48.42,0,0,0,0
40316130,Antígeno específico prostático livre (PSA livre),48.42,0,0,0,0
40316149,Antígeno específico prostático total (PSA),48.42,0,0,0,0
40316157,Anti-TPO,21.24,0,0,0,0
40316165,Calcitonina,57.35,0,0,0,0
40316173,Catecolaminas,25.49,0,0,0,0
40316181,Composto S (11 - desoxicortisol),38.23,0,0,0,0
40316190,Cortisol,19.12,0,0,0,0
40316203,Crescimento. hormônio do (HGH),22.94,0,0,0,0
40316211,Dehidroepiandrosterona (DHEA),26.76,0,0,0,0
40316220,Dehidrotestosterona (DHT),40.78,0,0,0,0
40316238,Drogas (imunossupressora. anticonvulsivante. digitálico. etc.) cada,29.64,0,0,0,0
40316246,Estradiol,25.49,0,0,0,0
40316254,Estriol,15.29,0,0,0,0
40316262,Estrona,25.49,0,0,0,0
40316270,Ferritina,33.13,0,0,0,0
40316289,Folículo estimulante. hormônio (FSH),16.57,0,0,0,0
40316297,Gastrina,25.49,0,0,0,0
40316300,Globulina de ligação de hormônios sexuais (SHBG),53.1,0,0,0,0
40316319,Globulina transportadora da tiroxina (TBG),32.6,0,0,0,0
40316327,Gonadotrófico coriônico. hormônio (HCG),16.57,0,0,0,0
40316335,Hormônio luteinizante (LH),16.57,0,0,0,0
40316343,Imunoglobulina (IGE),14.08,0,0,0,0
40316351,Índice de tiroxina livre (ITL),19.12,0,0,0,0
40316360,Insulina,14.02,0,0,0,0
40316378,Marcadores tumorais (CA 19.9. CA 125. CA 72-4. CA 15-3. etc.) cada,59.89,0,0,0,0
40316386,Osteocalcina,38.23,0,0,0,0
40316394,Peptídeo C,24.09,0,0,0,0
40316408,Progesterona,26.76,0,0,0,0
40316416,Prolactina,21.66,0,0,0,0
40316424,PTH,38.91,0,0,0,0
40316432,Renina,28.04,0,0,0,0
40316440,Somatomedina C (IGF1),50.97,0,0,0,0
40316459,Sulfato de dehidroepiandrosterona (S-DHEA),28.04,0,0,0,0
40316467,T3 livre,21.66,0,0,0,0
40316475,T3 retenção,16.57,0,0,0,0
40316483,T3 reverso,49.7,0,0,0,0
40316491,T4 livre,21.66,0,0,0,0
40316505,Testosterona livre,38.23,0,0,0,0
40316513,Testosterona total,26.76,0,0,0,0
40316521,Tireoestimulante. hormônio (TSH),20.4,0,0,0,0
40316530,Tireoglobulina,35.68,0,0,0,0
40316548,Tiroxina (T4),12.97,0,0,0,0
40316556,Triiodotironina (T3),11.12,0,0,0,0
40316564,Vasopressina (ADH),25.49,0,0,0,0
40316572,Vitamina B12,22.94,0,0,0,0
40317293,Curva insulinica e glicemica (5 dosagens),#REF!,0,0,0,0
40319270,Tempo de lise de euglobulina,3.57,0,0,0,0
40319318,Análise de multímeros para pacientes com doença de Von Willebrand,197.57,0,0,0,0
40319326,Protrombina. pesquisa de mutação,88.66,0,0,0,0
40323030,Anticorpos ligador receptor acetilcolina,185.77,0,0,0,0
40323048,Anticorpos modulador receptor acetilcolina,227.9,0,0,0,0
40323404,Hepatite E - IgM/IgG,422.45,0,0,0,0
40323897,Anticorpos antidifteria,264.92,0,0,0,0
40323900,Anticorpos antitétano,35.5,0,0,0,0
40323919,Teste rápido para detecção de HIV em gestante,24.31,0,0,0,0
40401006,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA TRANSFUSIONAL) - TRANSFUSÃO ,,,,,
40401014,Transfusão (ato médico ambulatorial ou hospitalar),10.84,0,0,0,0
40401022,Transfusão (ato médico de acompanhamento),10.84,0,0,0,0
40402002,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA TRANSFUSIONAL) - PROCESSAMENTO,,,,,
40402010,Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória,406.74,0,0,0,0
40402029,Material Descartável (kit) e soluções para utilização de processadora automática de sangue/aférese,406.74,0,0,0,0
40402037,Sangria terapêutica,20.33,0,0,0,0
40402045,Unidade de concentrado de hemácias,17.63,0,0,0,0
40402053,Unidade de concentrado de hemácias lavadas,21.69,0,0,0,0
40402061,Unidade de concentrado de plaquetas por aférese,8.13,0,0,0,0
40402070,Unidade de concentrado de plaquetas randômicas,8.13,0,0,0,0
40402088,Unidade de crioprecipitado de fator anti-hemofílico,8.13,0,0,0,0
40402096,Unidade de plasma,12.2,0,0,0,0
40402100,Unidade de sangue total,29.83,0,0,0,0
40402118,Deleucotização de unidade de concentrado de hemácias - por unidade,40.67,0,0,0,0
40402126,Deleucotização de unidade de concentrado de plaquetas - até 6 unidades,14.4,0,0,0,0
40402134,Irradiação de componentes hemoterápicos,18.98,0,0,0,0
40402142,Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades,40.67,0,0,0,0
40402150,Unidade de concentrado de granulócitos,329.28,0,0,0,0
40402169,Unidade de concentrado de plaquetas (dupla centrifugação),18.53,0,0,0,0
40403009,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (MEDICINA TRANSFUSIONAL) - PROCEDIMENTOS,,,,,
40403017,Acompanhamento  hospitalar/dia  do  transplante   de  medula   óssea  p/   médico  hematologista  e/ou hemoterapeuta,120.43,0,0,0,0
40403025,Anticorpos eritrocitários naturais e imunes - titulagem,15.82,0,0,0,0
40403033,Aplicação de medula óssea ou células tronco,79.09,0,0,0,0
40403041,Coleta de células tronco de sangue de cordão umbilical p/ transplante de medula óssea,64.03,0,0,0,0
40403050,Coleta de células tronco por processadora automática p/ transplante de medula óssea,112.99,0,0,0,0
40403068,Coleta de biópsia de medula óssea por agulha,33.89,0,0,0,0
40403076,Coleta de medula óssea para transplante,338.95,0,0,0,0
40403084,Determinação de células CD34 CD 45 positivas - Citômetro de Fluxo,146.88,0,0,0,0
40403092,Determinação de conteúdo de DNA - Citômetro de Fluxo,90.39,0,0,0,0
40403106,Eletroforese de hemoglobina por componente hemoterápico,3.8,0,0,0,0
40403114,Eletroforese de hemoglobina por unidade de sangue total,7.32,0,0,0,0
40403122,Exsanguíneo  transfusão,81.35,0,0,0,0
40403130,Fenotipagem de outros sistemas eritrocitários - por fenótipo,6.78,0,0,0,0
40403149,Fenotipagem de outros sistemas eritrocitários - por fenótipo - gel teste,6.78,0,0,0,0
40403157,Fenotipagem do sistema RH-HR (D. C. E. C E C) gel teste,22.6,0,0,0,0
40403165,Fenotipagem do sistema RH-HR (D. C. E. C. E),22.6,0,0,0,0
40403173,Grupo sanguíneo ABO e RH,8.13,0,0,0,0
40403181,Grupo sanguíneo ABO e RH - gel teste,10.21,0,0,0,0
40403190,Identificação de anticorpos séricos irregulares antieritrocitários - método de eluição,19.55,0,0,0,0
40403203,Identificação de anticorpos séricos irregulares antieritrocitários - painel de hemácias enzimático,40.67,0,0,0,0
40403211,Identificação de anticorpos séricos irregulares antieritrocitários c/ painel de hemácias,30.1,0,0,0,0
40403220,Identificação de anticorpos séricos irregulares antieritrocitários c/ painel de hemácias tratadas por enzimas,31.64,0,0,0,0
40403238,Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias - gel liss,15.74,0,0,0,0
40403246,Imunofenotipagem de subpopulações linfocitárias - Citômetro de Fluxo,102.86,0,0,0,0
40403254,Imunofenotipagem para classificação de leucemias - Citômetro de Fluxo,158.17,0,0,0,0
40403262,NAT/HCV por componente hemoterápico,60,0,0,0,0
40403289,NAT/HIV por componente hemoterápico,60,0,0,0,0
40403300,Operação de processadora automática de sangue em aférese,81.35,0,0,0,0
40403319,Operação de processadora automática de sangue em autotransfusão intra-operatória,135.58,0,0,0,0
40403327,Pesquisa de anticorpos séricos antieritrocitários. anti-A e/ou anti-B - gel teste,13.56,0,0,0,0
40403335,Pesquisa de anticorpos séricos antieritrocitários. anti-A e/ou anti-B,9.04,0,0,0,0
40403343,Pesquisa de anticorpos séricos irregulares antieritrocitários,10.85,0,0,0,0
40403351,Pesquisa de anticorpos séricos irregulares antieritrocitários - gel teste,13.56,0,0,0,0
40403360,Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição,30.56,0,0,0,0
40403378,Pesquisa de anticorpos séricos irregulares antieritrocitários a frio,9.04,0,0,0,0
40403386,Pesquisa de hemoglobina S por componente hemoterápico - gel teste,3.43,0,0,0,0
40403394,Pesquisa de hemoglobina S por unidade de sangue total - gel teste,6.78,0,0,0,0
40403408,Prova de compatibilidade pré-transfusional completa,8.13,0,0,0,0
40403416,Prova de compatibilidade pré-transfusional completa - gel teste,10.21,0,0,0,0
40403424,S. Anti-HTLV-I + HTLV-II (determinação conjunta) por componente hemoterápico,27.11,0,0,0,0
40403432,S. Anti-HTLV-I + HTLV-II (determinação conjunta) por unidade de sangue total,54.24,0,0,0,0
40403440,S. Chagas EIE por componente hemoterápico,8.13,0,0,0,0
40403459,S. Chagas EIE por unidade de sangue total,16.27,0,0,0,0
40403467,S. Hepatite B anti-HBC por componente hemoterápico,9.04,0,0,0,0
40403475,S. Hepatite B anti-HBC por unidade de sangue total,18.08,0,0,0,0
40403483,S. Hepatite C anti-HCV por componente hemoterápico,27.11,0,0,0,0
40403491,S. Hepatite C anti-HCV por unidade de sangue total,54.24,0,0,0,0
40403505,S. HIV - EIE por componente hemoterápico,20.33,0,0,0,0
40403513,S. HIV - EIE por unidade de sangue total,40.67,0,0,0,0
40403521,S. Malária - IFI por componente hemoterápico,3.43,0,0,0,0
40403530,S. Malária - IFI por unidade de sangue total,6.78,0,0,0,0
40403548,S. Sífilis - EIE por componente hemoterápico,6.78,0,0,0,0
40403556,S. Sífilis - EIE por unidade de sangue total,13.56,0,0,0,0
40403564,S. Sífilis FTA - ABS por componente hemoterápico,4.07,0,0,0,0
40403572,S. Sífilis FTA - ABS por unidade de sangue total,8.13,0,0,0,0
40403580,S. Sífilis HA por componente hemoterápico,3.8,0,0,0,0
40403599,S. Sífilis HA por unidade de sangue total,7.32,0,0,0,0
40403602,S. Sífilis VDRL por componente hemoterápico,1.62,0,0,0,0
40403610,S. Sífilis VDRL por unidade de sangue total,3.26,0,0,0,0
40403629,S.Chagas HA por componente hemoterápico,2.98,0,0,0,0
40403637,S.Chagas HA por unidade de sangue total,5.97,0,0,0,0
40403645,S.Chagas IFI por componente hemoterápico,4.07,0,0,0,0
40403653,S.Chagas IFI por unidade de sangue total,8.13,0,0,0,0
40403661,S.Hepatite B (HBsAg) RIE ou EIE por componente hemoterápico,6.78,0,0,0,0
40403670,S.Hepatite B (HBsAg) RIE ou EIE por unidade de sangue total,13.56,0,0,0,0
40403688,Teste de Coombs direto,5.42,0,0,0,0
40403696,Teste de Coombs direto - gel teste,6.78,0,0,0,0
40403700,Teste de Coombs direto - mono específico (IgG. IgA. C3. C3D. Poliv. - AGH) - gel teste,33.89,0,0,0,0
40403718,Teste de Coombs indireto - mono específico (IgG. IgA. C3. C3D. Poliv. - AGH) - gel teste,50.89,0,0,0,0
40403726,TMO - congelamento de medula óssea ou células tronco periféricas,225.97,0,0,0,0
40403734,TMO - cultura de linfócitos doador e receptor,361.55,0,0,0,0
40403742,TMO - descongelamento de medula óssea ou células tronco,56.49,0,0,0,0
40403750,TMO - determinação de HLA   transplantes de medula óssea - loci DR e DQ (alta resolução),76.03,0,0,0,0
40403769,TMO - determinação de HLA para transplantes de medula óssea - loci A e B,214.67,0,0,0,0
40403777,TMO - determinação de HLA para transplantes de medula óssea - loci DR e DQ (baixa resolução),214.67,0,0,0,0
40403785,TMO - determinação de unidades formadoras de colônias,225.97,0,0,0,0
40403793,TMO - determinação de viabilidade de medula óssea,45.2,0,0,0,0
40403807,TMO - manutenção de congelamento de medula óssea ou células tronco (até 2 anos),225.97,0,0,0,0
40403815,TMO - preparo de medula óssea ou células tronco periféricas p/ congelamento,112.99,0,0,0,0
40403823,TMO - preparo e filtração de medula óssea ou células tronco na coleta,135.48,0,0,0,0
40403831,"TMO - tratamento ""in vitro"" de medula óssea ou células tronco por anticorpos monoclonais (purging)(4)",210.75,0,0,0,0
40403840,Transaminase pirúvica - TGP ou ALT por componente hemoterápico,1.9,0,0,0,0
40403858,Transaminase pirúvica - TGP ou ALT por unidade de sangue total,3.8,0,0,0,0
40403866,Transfusão fetal intra-uterina,81.35,0,0,0,0
40403890,NAT / HBV - por componente hemoterápico,43.97,0,0,0,0
40403912,Estimulação e mobilização de células CD34 positivas,1.694.69,0,0,0,0
40403920,Determinação do fator RH (D). incluindo prova para D-fraco no sangue do receptor,2.3,0,0,0,0
40403939,Doação autóloga com recuperação intra-operatória,446.69,0,0,0,0
40403947,Doação autóloga peri-operatória por hemodiluição normovolêmica,23.71,0,0,0,0
40403955,Doação autóloga pré-operatória,108.86,0,0,0,0
40403963,Exames imunohematológicos em recém-nascidos: tipificação ABO e RH. pesquisa de D fraco RH(D) e prova da antiglobulina direta,6.91,0,0,0,0
40403971,Imuno-hematológicos: tipificação ABO. incluindo tipagem reversa e determinação do fator RH (D). incluindo prova para D-fraco e pesquisa e identificação de anticorpos séricos irregulares antieritrocitários,23.71,0,0,0,0
40403980,Investigação da presença de anti-A ou anti-B. em soro ou plasma de neonato. com métodos que incluam uma fase antiglobulínica,8.26,0,0,0,0
40403998,Tipificação ABO. incluindo tipagem reversa no sangue do receptor (sem tipagem reversa até 4 meses de idade),2.3,0,0,0,0
40404021,Aférese para paciente ABO incompatível,90,0,0,0,0
40404030,Antigenemia para diagnóstico de CMV pós transplante,129.04,0,0,0,0
40404048,Avaliação quimerismo - VNTR - doador - pré transplante,316.68,0,0,0,0
40404056,Avaliação quimerismo - VNTR - paciente - pré transplante,316.68,0,0,0,0
40404064,Avaliação quimerismo por STR - paciente - pós transplante,316.68,0,0,0,0
40404072,Coleta de linfócitos de sangue periférico por aférese para tratamento de recidivas pós TCTH alogênico,601.87,0,0,0,0
40404080,Controle microbiológico da medula óssea no TCTH alogênico,16.54,0,0,0,0
40404099,Controle microbiológico das células tronco periféricas no TCTH alogênico,16.54,0,0,0,0
40404102,Depleção de plasma em TCTH alogênicos com incompatibilidade ABO menor,90,0,0,0,0
40404129,PCR em tempo real para diagnóstico de EBV - pós transplante,129.04,0,0,0,0
40404137,PCR em tempo real para diagnóstico de Herpes virus 6 - pos transplante,129.04,0,0,0,0
40404145,PCR em tempo real para diagnóstico de Herpes virus 8 - pos transplante,129.04,0,0,0,0
40404170,Quantificação de CD14 da coleta de células tronco periféricas para TCTH alogênico,84.82,0,0,0,0
40404188,Quantificação de CD19 da coleta de células tronco periféricas para TCTH alogênico,84.82,0,0,0,0
40404196,Quantificação de CD3  da coleta de células tronco periféricas para TCTH alogênico,84.82,0,0,0,0
40404200,Quantificação de CD3  da coleta de linfócitos para tratamento de recidivas pós TCTH alogênico,84.82,0,0,0,0
40404218,Quantificação de CD4 da coleta de células tronco periféricas para TCTH alogênico,84.82,0,0,0,0
40404226,Quantificação de CD8 da coleta de células tronco periféricas para TCTH alogênico,84.82,0,0,0,0
40404234,Quantificação de leucócitos totais da coleta de células tronco periféricas para TCTH alogênico,3.24,0,0,0,0
40404242,Quantificação de leucócitos totais da Medula Óssea no TCTH alogênico,3.24,0,0,0,0
40404250,Sedimentação de hemácias em TCTH alogênicos com incompatibilidade ABO maior,90,0,0,0,0
40404269,Viabilidade celular dos linfócitos periféricos por citometria de fluxo para tratamento das recidivas pós TCTH alogênico,84.82,0,0,0,0
40404277,Viabilidade celular da medula óssea por citometria de fluxo após o descongelamento,84.82,0,0,0,0
40404285,Viabilidade celular das células tronco periféricas por citometria de fluxo após o descongelamento,84.82,0,0,0,0
40501000,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (GENÉTICA) - CITOGENÉTICA,,,,,
40501019,Cariótipo com bandas de pele. tumor e demais tecidos,138.33,0,0,0,0
40501027,Cariótipo com pesquisa de troca de cromátides irmãs,233.64,0,0,0,0
40501035,Cariótipo com técnicas de alta resolução,265.49,0,0,0,0
40501043,Cariótipo de medula (técnicas com bandas),79.04,0,0,0,0
40501051,Cariótipo de sangue (técnicas com bandas),148.68,0,0,0,0
40501060,Cariótipo de sangue obtido por cordocentese pré-natal,212.4,0,0,0,0
40501078,Cariótipo de sangue-pesquisa de marcadores tumorais,233.64,0,0,0,0
40501086,Cariótipo de sangue-pesquisa de sítio frágil X,233.64,0,0,0,0
40501094,Cariótipo em vilosidades coriônicas (cultivo de trofoblastos),297.36,0,0,0,0
40501108,Cariótipo para pesquisa de instabilidade cromossômica,212.4,0,0,0,0
40501116,Cromatina X ou Y,21.24,0,0,0,0
40501124,Cultura de material de aborto e obtenção de cariótipo,233.64,0,0,0,0
40501132,Cultura de tecido para ensaio enzimático e/ou extração de DNA,382.31,0,0,0,0
40501159,Fish em metáfase ou núcleo interfásico. por sonda ,16.8,44.13,0,0,0
40501167,Fish pré-natal. por sonda,60.19,0,0,0,0
40501175,Líquido amniótico. cariótipo com bandas,297.36,0,0,0,0
40501183,Líquido amniótico. vilosidades coriônicas. subcultura para dosagens bioquímicas e/ou moleculares (adicional),63.72,0,0,0,0
40501191,Subcultura de pele p/ dosagens bioquímicas e/ou moleculares (adicional),63.72,0,0,0,0
40501205,Estudo de alterações cromossômicas em leucemias por FISH (Fluorescence In Situ Hybridization),121,0,0,0,0
40501213,Pesquisa de translocação PML/RAR-a,110.2,0,0,0,0
40502007,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS (GENÉTICA) - GENÉTICA BIOQUÍMICA,,,,,
40502015,Marcadores bioquímicos extras. além de BHCG. AFP e PAPP-A. para avaliação do risco fetal. por marcador. por amostra,15.29,0,0,0,0
40502040,Baterias de testes químicos de triagem em urina para erros inatos do metabolismo (mínimo de seis testes),5.36,0,0,0,0
40502058,Determinação do risco fetal. com elaboração de laudo,27.61,0,0,0,0
40502066,Dosagem quantitativa de ácidos orgânicos para o diagnóstico de erros inatos do,177.8,0,0,0,0
40502074,Dosagem quantitativa de aminoácidos para o diagnóstico de erros inatos do metabolismo (perfil de aminoácidos numa amostra),15.29,0,0,0,0
40502082,Dosagem quantitativa de metabólitos na urina e/ou sangue para o diagnóstico de erros inatos do metabolismo (cada),7.64,0,0,0,0
